Source,Make,Model,Year,Price,Mileage,Location,Listing_date,Link_to_buyer,Link_to_image
carpages,Nissan,Pathfinder,2018,30008,65381,"Kitchener, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/kitchener/2018-nissan-pathfinder-10733837/,https://images.carpages.ca/inventory/10733837.385449122?w=320&h=240&q=75&s=908bbd6f2c3e01cb52d761ea544dd18a
carpages,Mercedes-Benz,GL-Class,2020,39762,49925,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2020-mercedes-benz-gl-class-10733825/,https://images.carpages.ca/inventory/10733825.385448429?w=320&h=240&q=75&s=3fc57aa28c83864284458d145dfc08dd
carpages,Mercedes-Benz,C-Class,2021,59321,64634,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2021-mercedes-benz-c-class-10733822/,https://images.carpages.ca/inventory/10733822.385448411?w=320&h=240&q=75&s=a736468fee8bfd68e04d69bffcc09289
carpages,Mercedes-Benz,GLS,2020,73755,82606,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2020-mercedes-benz-gls-10733819/,https://images.carpages.ca/inventory/10733819.385448252?w=320&h=240&q=75&s=5b05a364e1955a67de483de3ee41d354
carpages,Tesla,Model Y,2022,65321,35283,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2022-tesla-model-y-10733813/,https://images.carpages.ca/inventory/10733813.385447856?w=320&h=240&q=75&s=ae62442f60cfd0bb235de2cf075bd0b2
carpages,Kia,Sportage,2018,15998,152619,"Niagara Falls, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/niagara-falls/2018-kia-sportage-10733801/,https://images.carpages.ca/inventory/10733801.385447514?w=320&h=240&q=75&s=cae2999cb423a143872066ba3259077f
carpages,Kia,Sorento,2023,45534,10,"Niagara Falls, ON",2023-12-02,https://www.carpages.ca/new-cars/ontario/niagara-falls/2023-kia-sorento-10733798/,https://images.carpages.ca/inventory/10733798.385447445?w=320&h=240&q=75&s=4d990c8e0acdabdb6667aaa3ae1f6ad3
carpages,Mercedes-Benz,G,2019,198888,58783,"Mississauga, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/mississauga/2019-mercedes-benz-g-class-10733795/,https://images.carpages.ca/inventory/10733795.385447385?w=320&h=240&q=75&s=37e758d9d74bd81edd8d8b3e5c777195
carpages,Toyota,RAV4,2020,31895,61670,"North York, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/north-york/2020-toyota-rav4-10733723/,https://images.carpages.ca/inventory/10733723.385445147?w=320&h=240&q=75&s=e34faf240dd103026133f1962903a785
carpages,Mercedes-Benz,GLA,2015,18450,157000,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2015-mercedes-benz-gla-10733699/,https://images.carpages.ca/inventory/10733699.385444928?w=320&h=240&q=75&s=8520ad01ee3563c53040a7e6b31aca05
carpages,MINI,Cooper,2012,12750,108000,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2012-mini-cooper-countryman-10733696/,https://images.carpages.ca/inventory/10733696.385444910?w=320&h=240&q=75&s=8f3a761aba9c5e3adeeb9e1530d5b96f
carpages,Mercedes-Benz,C-Class,2017,29950,129000,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2017-mercedes-benz-c-class-10733693/,https://images.carpages.ca/inventory/10733693.385444892?w=320&h=240&q=75&s=e67aeb56bd1b803eb004534c787f6993
carpages,Hyundai,Elantra,2020,25750,41000,"Toronto, ON",2023-12-02,https://www.carpages.ca/used-cars/ontario/toronto/2020-hyundai-elantra-10733687/,https://images.carpages.ca/inventory/10733687.385444874?w=320&h=240&q=75&s=ec18e42d51921d29be1e6cac3d830ee6
